ts,o,h,l,c,v
1759444620,0.000698119252178826,0.000713104227995407,0.000698119252178826,0.000713104227995407,448.2061749913442
1759444320,0.000706087174791465,0.000706087174791465,0.000698119252178826,0.000698119252178826,261.073930521711
1759444200,0.000717456780768873,0.000720657207448271,0.000706087174791465,0.000706087174791465,562.8573146353042
1759443840,0.000733049896951033,0.000733049896951033,0.000717456780768873,0.000717456780768873,178.732930193108
1759443540,0.000767998349172151,0.000767998349172151,0.000733049896951033,0.000733049896951033,1518.490763111509
1759443360,0.000775030333036805,0.000775030333036805,0.000767998349172151,0.000767998349172151,9.83347995795378
1759443060,0.000783680809027365,0.000783680809027365,0.000775030333036805,0.000775030333036805,662.650934746469
1759442880,0.000775041191090555,0.000783680809027365,0.000775041191090555,0.000783680809027365,443.814622651081
1759442160,0.000758279737627786,0.000775041191090555,0.000758279737627786,0.000775041191090555,44.3891162980208
1759442040,0.000709520174769496,0.000758279737627786,0.000709520174769496,0.000758279737627786,1784.924926413197
1759441980,0.000696327836431245,0.000713484093295126,0.000696327836431245,0.000709520174769496,1192.085617796686
1759441740,0.000690085568033302,0.000702274688405488,0.000690085568033302,0.000696327836431245,347.9682262852201
1759441620,0.000672456871307462,0.000690085568033302,0.000672456871307462,0.000690085568033302,999.779640408258
1759441560,0.000713074486861772,0.000713074486861772,0.000671318141131188,0.000672456871307462,68.0786499264299
1759441380,0.000710743851491061,0.000726914942794551,0.000670394627782708,0.000713074486861772,2239.8069727959137
1759441320,0.000687814043368089,0.000710743851491061,0.000687814043368089,0.000710743851491061,672.71235064608
1759441260,0.000609535166842557,0.000687814043368089,0.000609535166842557,0.000687814043368089,222.338772759576
1759441200,0.000541968586676045,0.000609535166842557,0.000541968586676045,0.000609535166842557,4403.91876430708
1759441140,0.000531901436011693,0.000541968586676045,0.000531901436011693,0.000541968586676045,268.3118009384488
1759441080,0.000525920988044049,0.000531901436011693,0.000525920988044049,0.000531901436011693,224.167181757358
1759440960,0.000478471992518772,0.000525920988044049,0.000478471992518772,0.000525920988044049,31.4713727573663
1759440900,0.000417390298011331,0.000534663218219723,0.000417390298011331,0.000478471992518772,5042.713847081142
1759440840,0.0004181379068927,0.0004181379068927,0.000417390298011331,0.000417390298011331,52.3593840111515
1759440780,0.000419121187101489,0.000419121187101489,0.0004181379068927,0.0004181379068927,4.19687383989861
1759440720,0.000418599624296061,0.000419121187101489,0.000418599624296061,0.000419121187101489,70.1020197393625
1759440600,0.00041440078343028,0.000418599624296061,0.00041440078343028,0.000418599624296061,299.014805273107
1759440360,0.000408004406452411,0.000414978925689488,0.000408004406452411,0.00041440078343028,664.937590331802
1759440180,0.000395684984812717,0.000408004406452411,0.000395684984812717,0.000408004406452411,44.4030637852579
1759440060,0.000418385826475664,0.000418385826475664,0.000384471667479261,0.000395684984812717,1728.3252290167252
1759439940,0.000414801857751318,0.000447563075045479,0.000414801857751318,0.000418385826475664,2581.877933408146
1759439880,0.000388756093298076,0.000414801857751318,0.000388756093298076,0.000414801857751318,1953.0919094316
1759439820,0.000480251202844621,0.000480251202844621,0.000388756093298076,0.000388756093298076,1623.980756288068
1759439760,0.000519355886958297,0.000519355886958297,0.000420914572019762,0.000480251202844621,4213.308678539585
1759439640,0.000557939544250864,0.000558743578777437,0.000519355886958297,0.000519355886958297,2411.6770016642176
1759438980,0.000540630452883241,0.000557939544250864,0.000540630452883241,0.000557939544250864,7.98518598862951
1759438680,0.000512816981490768,0.000540630452883241,0.000512816981490768,0.000540630452883241,1164.5293558789406
1759438560,0.00049338735584862,0.000524622993090954,0.00049338735584862,0.000512816981490768,1681.122296753107
1759438440,0.000468725806986771,0.00049338735584862,0.000468725806986771,0.00049338735584862,835.034367646806
1759438380,0.000469101434075818,0.000469101434075818,0.00046605243433084,0.000468725806986771,161.5076073595195
1759438260,0.000476375738634455,0.000476375738634455,0.00046113382120782,0.000469101434075818,568.262976079704
1759438200,0.000453470374981986,0.000476375738634455,0.000437768033329028,0.000476375738634455,4477.482209103236
1759438140,0.000352360134658029,0.000453470374981986,0.000352360134658029,0.000453470374981986,5457.838419477001
1759438080,0.000328985490835142,0.000352360134658029,0.000328985490835142,0.000352360134658029,456.0285117598625
1759437960,0.000337765779370908,0.000345375601041681,0.000328985490835142,0.000328985490835142,1003.1892779299526
1759437900,0.000641532020653167,0.000641532020653167,0.000326180891554522,0.000337765779370908,11128.064992750775
1759437720,0.000656193392687816,0.000656193392687816,0.000641532020653167,0.000641532020653167,384.98401454397
1759437660,0.00066788556596447,0.00066788556596447,0.000656193392687816,0.000656193392687816,503.742601449054
1759437540,0.000717555379680382,0.000717555379680382,0.00066788556596447,0.00066788556596447,1070.5882872642685
1759437420,0.000746512248339096,0.000746512248339096,0.000717555379680382,0.000717555379680382,1291.59968342469
1759436940,0.000757398749350717,0.000757398749350717,0.000746512248339096,0.000746512248339096,4.45669850715229
1759436880,0.000736788947562829,0.000757398749350717,0.000736788947562829,0.000757398749350717,777.707707868316
1759436760,0.000720121995548055,0.000736788947562829,0.000720121995548055,0.000736788947562829,848.233890116671
1759436520,0.000724292948505432,0.000724292948505432,0.000720121995548055,0.000720121995548055,111.389940921548
1759436460,0.00072175091621842,0.000724292948505432,0.00072175091621842,0.000724292948505432,600.905436397704
1759436160,0.000708723916896214,0.00072175091621842,0.00070386089830462,0.00072175091621842,1190.705054930699
